id,site,site_id,job_title,area,due_date,work_location,work_type,link,ingestion_ts,is_new
Afry-933dfc5b-ff66-4159-a3a5-5b6ae69d0fe8,Afry,Afry-933dfc5b-ff66-4159-a3a5-5b6ae69d0fe8,SQM - Supplier Quality Manager,"Quality kvalitetssäkring Supplier evaluation, Quality Assurance QA/SQA Quality Control - QC Quality Assurance, Test and Validation Kvalitetssäkrare",2025-09-21,Östergötlands län,nan,https://portal.afry.com/available-assignments/search/933dfc5b-ff66-4159-a3a5-5b6ae69d0fe8,2025-09-15 13:41:53,False
Afry-c89809ca-8d41-4c85-8092-b408973c2830,Afry,Afry-c89809ca-8d41-4c85-8092-b408973c2830,CAE Engineer Durability,Computer Aided Engineering (CAE),2025-09-27,Västra Götalands län,nan,https://portal.afry.com/available-assignments/search/c89809ca-8d41-4c85-8092-b408973c2830,2025-09-15 13:41:53,False
Afry-8a3a16e9-f5a9-478c-9887-0b5445af912d,Afry,Afry-8a3a16e9-f5a9-478c-9887-0b5445af912d,Technical Writer,Agile Buildings Services Systems Communication JIRA Confluence Design: Adobe  Illustrator SolidWorks Maintenance instructions User Manual - Technical Documentation teknisk skribent,2025-09-19,Blekinge län,nan,https://portal.afry.com/available-assignments/search/8a3a16e9-f5a9-478c-9887-0b5445af912d,2025-09-15 13:41:53,False
Afry-805bd2b8-7408-4b72-972d-86acc3fa2e4f,Afry,Afry-805bd2b8-7408-4b72-972d-86acc3fa2e4f,Projekingenjör - Trycksatta anordningar och pannor,Project Management and Management,2025-09-28,Västernorrlands län,nan,https://portal.afry.com/available-assignments/search/805bd2b8-7408-4b72-972d-86acc3fa2e4f,2025-09-15 13:41:53,False
Afry-75cbd42c-e7ec-4ae7-8dd8-4fdcafaf13fd,Afry,Afry-75cbd42c-e7ec-4ae7-8dd8-4fdcafaf13fd,Gruppchef Teknik,Project Management and Management,2025-09-28,Västernorrlands län,nan,https://portal.afry.com/available-assignments/search/75cbd42c-e7ec-4ae7-8dd8-4fdcafaf13fd,2025-09-15 13:41:53,False
Afry-0a2ca2be-1372-4163-b185-5a2e64aafc91,Afry,Afry-0a2ca2be-1372-4163-b185-5a2e64aafc91,Gruppchef underhåll med inriktning på El och Automation,"Project Management and Management Automation, Electrical and Robotics Engineering",2025-09-28,Västernorrlands län,nan,https://portal.afry.com/available-assignments/search/0a2ca2be-1372-4163-b185-5a2e64aafc91,2025-09-15 13:41:53,False
Afry-33d6d463-67cc-4fdd-b256-28d1ad0c6ec6,Afry,Afry-33d6d463-67cc-4fdd-b256-28d1ad0c6ec6,Senior Projektledare Försvarsindustrin,"Project Management and Management Mechanical Engineering (Product and Machine Design) Process and Production Engineering Supply Chain, Procurement and Technical Documentation",2025-09-19,nan,nan,https://portal.afry.com/available-assignments/search/33d6d463-67cc-4fdd-b256-28d1ad0c6ec6,2025-09-15 13:41:53,False
Afry-ef5f36f5-ab9d-4497-a335-6bd128c2c78d,Afry,Afry-ef5f36f5-ab9d-4497-a335-6bd128c2c78d,Design engineer transmission development ,Mechanical Engineering (Product and Machine Design),2025-09-30,Stockholms län,nan,https://portal.afry.com/available-assignments/search/ef5f36f5-ab9d-4497-a335-6bd128c2c78d,2025-09-15 13:41:53,False
Afry-23582659-da50-4af9-8c35-06e694d046e8,Afry,Afry-23582659-da50-4af9-8c35-06e694d046e8,"Systemingenjör System & Kravhantering HW, Miljökrav - Försvarsindustrin Stockholm",Electronics System and Communication technology  Software Engineering and Test Mechanical Engineering (Product and Machine Design),2025-09-26,Stockholms län,nan,https://portal.afry.com/available-assignments/search/23582659-da50-4af9-8c35-06e694d046e8,2025-09-15 13:41:53,False
Afry-2105cd07-f996-4244-bb60-62a246c997d9,Afry,Afry-2105cd07-f996-4244-bb60-62a246c997d9,Power Systems Engineering - Principal Engineer,"Project Management and Management Electronics System and Communication technology  IT and Industrial IT Software Engineering and Test Energy (Power generation, T&D and Renewables) Automation, Electrical and Robotics Engineering",2025-10-17,Västmanlands län,nan,https://portal.afry.com/available-assignments/search/2105cd07-f996-4244-bb60-62a246c997d9,2025-09-15 13:41:53,False
Afry-076bf696-221c-4601-92dc-e6449a5a121d,Afry,Afry-076bf696-221c-4601-92dc-e6449a5a121d,Business Architect Automotive,Project Management and Management IT and Industrial IT,2025-09-18,Södermanlands län,nan,https://portal.afry.com/available-assignments/search/076bf696-221c-4601-92dc-e6449a5a121d,2025-09-15 13:41:53,False
Afry-a1681c4b-e217-4fe8-b858-9ceb8bebedc5,Afry,Afry-a1681c4b-e217-4fe8-b858-9ceb8bebedc5,Assignment manager complete vehicle testing,Project Management and Management Mechanical Engineering (Product and Machine Design),2025-09-30,Stockholms län,nan,https://portal.afry.com/available-assignments/search/a1681c4b-e217-4fe8-b858-9ceb8bebedc5,2025-09-15 13:41:53,False
Afry-ab9057e5-7e99-44ef-a594-c7016cd99347,Afry,Afry-ab9057e5-7e99-44ef-a594-c7016cd99347,Associate Engineer - Product Support ,"Mechanical Engineering (Product and Machine Design) Quality Assurance, Test and Validation",2025-09-25,Västra Götalands län,nan,https://portal.afry.com/available-assignments/search/ab9057e5-7e99-44ef-a594-c7016cd99347,2025-09-15 13:41:53,False
Afry-3f2131be-bc2e-4810-a1f7-80251dab7ece,Afry,Afry-3f2131be-bc2e-4810-a1f7-80251dab7ece,Arbetsmiljöspecialist Stockholm [2025/4817] (OPP-0264351),"BAS-U Environmental permit ESA (Electrical Safety Instructions) BAS-P Energy (Power generation, T&D and Renewables) Health, Safety and Environment",2025-09-16,Västmanlands län Stockholms län Uppsala län,nan,https://portal.afry.com/available-assignments/search/3f2131be-bc2e-4810-a1f7-80251dab7ece,2025-09-15 13:41:53,False
Afry-9ff6cf99-5bb6-4a91-91f7-a1e4a41f5148,Afry,Afry-9ff6cf99-5bb6-4a91-91f7-a1e4a41f5148,Power Systems Engineering - Senior Principal Engineer,"Electronics System and Communication technology  Automation, Electrical and Robotics Engineering",2025-09-19,Dalarnas län Västra Götalands län Västmanlands län,nan,https://portal.afry.com/available-assignments/search/9ff6cf99-5bb6-4a91-91f7-a1e4a41f5148,2025-09-15 13:41:53,False
Afry-71b222dc-057a-4761-b00d-f1dc5e859085,Afry,Afry-71b222dc-057a-4761-b00d-f1dc5e859085,Elkonstruktör,"Automation, Electrical and Robotics Engineering",2025-09-22,Östergötlands län,nan,https://portal.afry.com/available-assignments/search/71b222dc-057a-4761-b00d-f1dc5e859085,2025-09-15 13:41:53,False
Afry-4332eace-e29d-4018-b29c-c3da613b7c1a,Afry,Afry-4332eace-e29d-4018-b29c-c3da613b7c1a,Montageledare EL,"Project Management and Management Urban Planning, Civil and Structural Engineering Energy (Power generation, T&D and Renewables) Automation, Electrical and Robotics Engineering",2025-09-28,Västernorrlands län,nan,https://portal.afry.com/available-assignments/search/4332eace-e29d-4018-b29c-c3da613b7c1a,2025-09-15 13:41:53,False
Afry-2df92058-f3f5-42d1-b429-a5716817c6c4,Afry,Afry-2df92058-f3f5-42d1-b429-a5716817c6c4,software Architect Automotive,Software Engineering and Test,2025-09-15,Södermanlands län,nan,https://portal.afry.com/available-assignments/search/2df92058-f3f5-42d1-b429-a5716817c6c4,2025-09-15 13:41:53,False
Afry-b88c5a0e-23cc-4823-bafd-b2c5376c1801,Afry,Afry-b88c5a0e-23cc-4823-bafd-b2c5376c1801,Projekt-/tidplanerare läkemedelsindustrin,Other,2025-09-30,Södermanlands län,nan,https://portal.afry.com/available-assignments/search/b88c5a0e-23cc-4823-bafd-b2c5376c1801,2025-09-15 13:41:53,False
Afry-ebfffbad-c1b9-4357-ac74-3ec2225afe95,Afry,Afry-ebfffbad-c1b9-4357-ac74-3ec2225afe95,Senior Technical Lead,IT and Industrial IT Software Engineering and Test,2025-09-15,Stockholms län,nan,https://portal.afry.com/available-assignments/search/ebfffbad-c1b9-4357-ac74-3ec2225afe95,2025-09-15 13:41:53,False
Afry-c569cb72-8427-4588-ac58-70c08d593a6f,Afry,Afry-c569cb72-8427-4588-ac58-70c08d593a6f,Systemutvecklare - integrationsspecialist,IT and Industrial IT Software Engineering and Test,2025-09-16,Stockholms län,nan,https://portal.afry.com/available-assignments/search/c569cb72-8427-4588-ac58-70c08d593a6f,2025-09-15 13:41:53,False
Afry-fcd8c788-5377-4351-9696-85d34dd2141a,Afry,Afry-fcd8c788-5377-4351-9696-85d34dd2141a,Test Engineer (Testingenjör),"Quality Assurance, Test and Validation Test Engineering Process and Production Engineering",2025-09-28,Norrbottens län,nan,https://portal.afry.com/available-assignments/search/fcd8c788-5377-4351-9696-85d34dd2141a,2025-09-15 13:41:53,False
Afry-2c7d4eab-f905-4baf-a3e3-62830f88399f,Afry,Afry-2c7d4eab-f905-4baf-a3e3-62830f88399f,BPM008370  Mjukvaruarkitekt Java (PRO4),Mjukvaruutveckling Java,2025-10-31,Västra Götalands län,nan,https://portal.afry.com/available-assignments/search/2c7d4eab-f905-4baf-a3e3-62830f88399f,2025-09-15 13:41:53,False
Afry-67af5e1d-56c6-4a12-9577-22506e6f92e5,Afry,Afry-67af5e1d-56c6-4a12-9577-22506e6f92e5,Projektledning / Samordning UX Projekt Ledningsstödssystem - Försvaret Stockholm,Project Management and Management IT and Industrial IT Software Engineering and Test,2025-09-21,Stockholms län,nan,https://portal.afry.com/available-assignments/search/67af5e1d-56c6-4a12-9577-22506e6f92e5,2025-09-15 13:41:53,False
Afry-a4b7b29d-ec9a-43a6-bd90-d5cec4727bae,Afry,Afry-a4b7b29d-ec9a-43a6-bd90-d5cec4727bae,SQM - Elektronik & System,"Quality kvalitetssäkring Quality Control - QC Component Samples - Electronics  Quality Assurance, Test and Validation kvalitetsansvarig  Kvalitetssäkrare System Verification - Electronics",2025-09-28,Örebro län,nan,https://portal.afry.com/available-assignments/search/a4b7b29d-ec9a-43a6-bd90-d5cec4727bae,2025-09-15 13:41:53,False
Afry-d9323cfe-c8f2-4512-87da-e5e8e2f5b772,Afry,Afry-d9323cfe-c8f2-4512-87da-e5e8e2f5b772,Senior Development Electrical Engineer,"Automation, Electrical and Robotics Engineering",2025-10-24,Östergötlands län,nan,https://portal.afry.com/available-assignments/search/d9323cfe-c8f2-4512-87da-e5e8e2f5b772,2025-09-15 13:41:53,False
Afry-f2d70afa-fa9c-41b7-937a-445566ebeab1,Afry,Afry-f2d70afa-fa9c-41b7-937a-445566ebeab1,Testspecialist,IT and Industrial IT Software Engineering and Test,2025-09-17,Stockholms län Kalmar län,nan,https://portal.afry.com/available-assignments/search/f2d70afa-fa9c-41b7-937a-445566ebeab1,2025-09-15 13:41:53,False
Afry-311ef4d4-f9c4-49bd-a1ae-17521ebcaeda,Afry,Afry-311ef4d4-f9c4-49bd-a1ae-17521ebcaeda,"Systemutvecklare C#, Azure",IT and Industrial IT,2025-09-17,Östergötlands län,nan,https://portal.afry.com/available-assignments/search/311ef4d4-f9c4-49bd-a1ae-17521ebcaeda,2025-09-15 13:41:53,False
Afry-caf4b967-1b09-4592-8836-22804e37a599,Afry,Afry-caf4b967-1b09-4592-8836-22804e37a599,Senior Teknisk QA Betalaflödet inom Bank,"IT and Industrial IT Software Engineering and Test Quality Assurance, Test and Validation",2025-09-17,Stockholms län,nan,https://portal.afry.com/available-assignments/search/caf4b967-1b09-4592-8836-22804e37a599,2025-09-15 13:41:53,False
Afry-65a008cf-9542-43ba-aab3-1c1bb6805bec,Afry,Afry-65a008cf-9542-43ba-aab3-1c1bb6805bec,SW Test & Integration ,Software Engineering and Test,2025-09-15,Västra Götalands län,nan,https://portal.afry.com/available-assignments/search/65a008cf-9542-43ba-aab3-1c1bb6805bec,2025-09-15 13:41:53,False
Afry-ea8b469e-5d78-4674-b74f-647792d44cd8,Afry,Afry-ea8b469e-5d78-4674-b74f-647792d44cd8,Product owner/Business IT analyst Automotive,Project Management and Management IT and Industrial IT Management Consulting Software Engineering and Test,2025-09-19,Södermanlands län,nan,https://portal.afry.com/available-assignments/search/ea8b469e-5d78-4674-b74f-647792d44cd8,2025-09-15 13:41:53,False
Afry-8b3e1efc-2643-4364-b0b5-e5a33d80dc2c,Afry,Afry-8b3e1efc-2643-4364-b0b5-e5a33d80dc2c,Developer .Net AWS,IT and Industrial IT Software Engineering and Test,2025-09-19,Södermanlands län,nan,https://portal.afry.com/available-assignments/search/8b3e1efc-2643-4364-b0b5-e5a33d80dc2c,2025-09-15 13:41:53,False
Afry-90592614-e4f2-4cc6-9c27-e59bb32f39ac,Afry,Afry-90592614-e4f2-4cc6-9c27-e59bb32f39ac,Verifiering/Validering av Transportabel MarkRadio,"Electronics System and Communication technology  Quality Assurance, Test and Validation Supply Chain, Procurement and Technical Documentation",2025-09-15,Stockholms län Uppsala län,nan,https://portal.afry.com/available-assignments/search/90592614-e4f2-4cc6-9c27-e59bb32f39ac,2025-09-15 13:41:53,False
Afry-f024c473-3cc4-47ad-abca-cf958ca21c6d,Afry,Afry-f024c473-3cc4-47ad-abca-cf958ca21c6d,Purchaser,"Purchasing Supply Chain, Procurement and Technical Documentation",2025-09-15,nan,nan,https://portal.afry.com/available-assignments/search/f024c473-3cc4-47ad-abca-cf958ca21c6d,2025-09-15 13:41:53,False
Afry-8daabeda-53ed-4368-a9b1-ca655b5eab17,Afry,Afry-8daabeda-53ed-4368-a9b1-ca655b5eab17,Data Engineer AWS,Software Engineering and Test,2025-09-15,Skåne län,nan,https://portal.afry.com/available-assignments/search/8daabeda-53ed-4368-a9b1-ca655b5eab17,2025-09-15 13:41:53,False
Afry-a89efa57-08df-4046-86ed-bf8337ad546b,Afry,Afry-a89efa57-08df-4046-86ed-bf8337ad546b,Data Engineer Informatica,Software Engineering and Test,2025-09-15,Skåne län,nan,https://portal.afry.com/available-assignments/search/a89efa57-08df-4046-86ed-bf8337ad546b,2025-09-15 13:41:53,False
Afry-0b0c3fdd-9a5c-4415-a057-feb5fbc949ac,Afry,Afry-0b0c3fdd-9a5c-4415-a057-feb5fbc949ac,R&D projektledare till Service,Project Management and Management,2025-09-15,Östergötlands län,nan,https://portal.afry.com/available-assignments/search/0b0c3fdd-9a5c-4415-a057-feb5fbc949ac,2025-09-15 13:41:53,False
Afry-d6f99ed0-cab2-4fda-9fb7-4136068f80c5,Afry,Afry-d6f99ed0-cab2-4fda-9fb7-4136068f80c5,Kvalitetsingenjör - Additiv Tillverkning,"Quality Assurance, Test and Validation",2025-09-15,Östergötlands län,nan,https://portal.afry.com/available-assignments/search/d6f99ed0-cab2-4fda-9fb7-4136068f80c5,2025-09-15 13:41:53,False
Afry-28d81dab-a5ea-4053-8f62-0f0180775860,Afry,Afry-28d81dab-a5ea-4053-8f62-0f0180775860,Service Application Engineer,"Mechanical Engineering (Product and Machine Design) Automation, Electrical and Robotics Engineering",2025-09-15,Östergötlands län,nan,https://portal.afry.com/available-assignments/search/28d81dab-a5ea-4053-8f62-0f0180775860,2025-09-15 13:41:53,False
Afry-dca60be0-7fbb-4980-b636-945f04f99222,Afry,Afry-dca60be0-7fbb-4980-b636-945f04f99222,Kvalitetsingenjör industrialisering,Quality kvalitetssäkring kvalitetskontroll,2025-09-19,Örebro län,nan,https://portal.afry.com/available-assignments/search/dca60be0-7fbb-4980-b636-945f04f99222,2025-09-15 13:41:53,False
Afry-6c93b85f-2df5-487f-8e4d-ce7d73a17726,Afry,Afry-6c93b85f-2df5-487f-8e4d-ce7d73a17726,Projektledare till kunds PMO,Project Management and Management,2025-09-15,Stockholms län,nan,https://portal.afry.com/available-assignments/search/6c93b85f-2df5-487f-8e4d-ce7d73a17726,2025-09-15 13:41:53,False
Afry-f8727e98-7c5d-4288-88b4-a5c553ee2db7,Afry,Afry-f8727e98-7c5d-4288-88b4-a5c553ee2db7,Teknisk Projektledare Life Science,Life Science Plant Engineering and Piping Design Process Engineering Technical Project Manager,2025-09-15,Stockholms län,nan,https://portal.afry.com/available-assignments/search/f8727e98-7c5d-4288-88b4-a5c553ee2db7,2025-09-15 13:41:53,False
Afry-0f39e41e-3b60-4a13-9ef2-4219fa76c998,Afry,Afry-0f39e41e-3b60-4a13-9ef2-4219fa76c998,Lösningsarkitekt,IT and Industrial IT Software Engineering and Test,2025-09-18,Kalmar län Stockholms län,nan,https://portal.afry.com/available-assignments/search/0f39e41e-3b60-4a13-9ef2-4219fa76c998,2025-09-15 13:41:53,False
Afry-8b9503d6-833c-492a-89a8-53bceb42ab56,Afry,Afry-8b9503d6-833c-492a-89a8-53bceb42ab56,Lasersvetsningskompetens till fordonsindustrin,"Project Management and Management Mechanical Engineering (Product and Machine Design) Energy (Power generation, T&D and Renewables) Quality Assurance, Test and Validation Health, Safety and Environment Process and Production Engineering Supply Chain, Procurement and Technical Documentation Automation, Electrical and Robotics Engineering",2025-09-18,nan,nan,https://portal.afry.com/available-assignments/search/8b9503d6-833c-492a-89a8-53bceb42ab56,2025-09-15 13:41:53,False
Afry-16d65f46-44ab-44f1-8014-8f7ea185965c,Afry,Afry-16d65f46-44ab-44f1-8014-8f7ea185965c,Application and Data Management,IT and Industrial IT Management Consulting Software Engineering and Test,2025-09-19,Södermanlands län,nan,https://portal.afry.com/available-assignments/search/16d65f46-44ab-44f1-8014-8f7ea185965c,2025-09-15 13:41:53,False
Afry-e4aa4423-468e-42b2-8343-54e9c9a66d6d,Afry,Afry-e4aa4423-468e-42b2-8343-54e9c9a66d6d,Application and visualization solution,Project Management and Management IT and Industrial IT Management Consulting Software Engineering and Test,2025-09-16,Södermanlands län,nan,https://portal.afry.com/available-assignments/search/e4aa4423-468e-42b2-8343-54e9c9a66d6d,2025-09-15 13:41:53,False
Afry-473e12c2-8774-4342-9947-8c1053f3db8a,Afry,Afry-473e12c2-8774-4342-9947-8c1053f3db8a,Simulation of rollforming process,Computer Aided Engineering (CAE),2025-09-19,nan,nan,https://portal.afry.com/available-assignments/search/473e12c2-8774-4342-9947-8c1053f3db8a,2025-09-15 13:41:53,False
Afry-3f865484-4c78-40ce-8091-bea5f16a75f9,Afry,Afry-3f865484-4c78-40ce-8091-bea5f16a75f9,Scrum Master chassis front,Project Management and Management,2025-10-31,Stockholms län,nan,https://portal.afry.com/available-assignments/search/3f865484-4c78-40ce-8091-bea5f16a75f9,2025-09-15 13:41:53,False
Afry-cf5f0fd7-3647-4335-bf64-0abc2956223b,Afry,Afry-cf5f0fd7-3647-4335-bf64-0abc2956223b,Projektledare/Manager – Ombyggnation & Produktionsanläggningar - Life Science,"LEAN Kaizen Project Management and Management GMP Projektledare Construction Manager Validation Other Lean Manufacturing Project Coordination Ventilation Buildings Services Systems Quality Assurance, Test and Validation Process and Production Engineering Cleanroom qualification",2025-09-19,Stockholms län,nan,https://portal.afry.com/available-assignments/search/cf5f0fd7-3647-4335-bf64-0abc2956223b,2025-09-15 13:41:53,False
Afry-e4e544b0-f88c-40e7-b105-47acb2ed1b78,Afry,Afry-e4e544b0-f88c-40e7-b105-47acb2ed1b78,Systemförvaltare Heroma,"Project Management and Management IT and Industrial IT Other Buildings Services Systems IT Support - Windows - DHCP Software Engineering and Test AFRY Internal competence ERP Utveckling Supply Chain, Procurement and Technical Documentation",2025-09-16,Östergötlands län,nan,https://portal.afry.com/available-assignments/search/e4e544b0-f88c-40e7-b105-47acb2ed1b78,2025-09-15 13:41:53,False
Afry-fde2d10c-942d-4ab7-bb29-3c954116a10e,Afry,Afry-fde2d10c-942d-4ab7-bb29-3c954116a10e,Projektingenjör anläggningsprojekt 4658 (OPP-0265817),"PMI Project Management and Management IPMA A AB04 ESA (Electrical Safety Instructions) Besiktning AB/ABT Energy (Power generation, T&D and Renewables) PPS ProjectCoordinator",2025-09-24,Stockholms län Norrbottens län Västernorrlands län Västra Götalands län,nan,https://portal.afry.com/available-assignments/search/fde2d10c-942d-4ab7-bb29-3c954116a10e,2025-09-15 13:41:53,False
Afry-cec74887-ac01-4b35-9fda-c79dd6f51679,Afry,Afry-cec74887-ac01-4b35-9fda-c79dd6f51679,Projektledare ledningsprojekt 4651 (OPP-0265773),"BAS-U Project Management and Management ESA (Electrical Safety Instructions) BAS-P AFRY Internal competence Energy (Power generation, T&D and Renewables) ABK 09 ProjectCoordinator",2025-09-24,Västmanlands län Västernorrlands län Stockholms län,nan,https://portal.afry.com/available-assignments/search/cec74887-ac01-4b35-9fda-c79dd6f51679,2025-09-15 13:41:53,False
Afry-72ba7893-5606-4060-b44a-70bd5dc0bfd6,Afry,Afry-72ba7893-5606-4060-b44a-70bd5dc0bfd6,BPM008401 Vibrationsexpert (SYS4),Vibrations (Industrial),2025-09-19,Västra Götalands län,nan,https://portal.afry.com/available-assignments/search/72ba7893-5606-4060-b44a-70bd5dc0bfd6,2025-09-15 13:41:53,False
Afry-0a4e8c31-054a-4e9f-90be-cf2ffbff5640,Afry,Afry-0a4e8c31-054a-4e9f-90be-cf2ffbff5640,Scrum Master till HW-nära Mjukvaruteam - Försvarsindustrin Stockholm,Project Management and Management IT and Industrial IT Software Engineering and Test,2025-09-24,Stockholms län,nan,https://portal.afry.com/available-assignments/search/0a4e8c31-054a-4e9f-90be-cf2ffbff5640,2025-09-15 13:41:53,False
